Zaman damgası,  Yaşınız   ,  Cinsiyetiniz ,  En çok dinlediğiniz müzik türü  ,Müzikte cinsiyetçi söylemlerin toplum üzerinde etkili olduğunu düşünüyorum.  ,Şarkılarda kadınların aşağılanmasını rahatsız edici buluyorum.  ,Şarkı sözleri insanların kadınlara bakışını etkileyebilir.  ,Ünlülerin söylemleri/davranışları hayranları etkileyebilir.  ,Müziğin kadın düşmanlığını normalleştirdiğini düşünüyorum.  ,"Söz 1:  ""Manita baya kasvetli
O vücuduyla beni hapsetti
""Tek gecelik, bi' daha olmaz"" diyince
Ben de dayanamadım, gasp ettim"" - B4TU INC
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 2: ""Taktım beşe, çıktım E5'e (E5)
E5'te bi' bayan dedi ""Bana dayan"" (Oo)
Dayandım, dayandım, davada uyandım
Hâkim dedi ""Ne iş?"", ben dedim ""S*k*ş"" -Ravend
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 3: ""Elon Musk değilim ama 
k*ltağı sürüyo'm sanki bi' Tesla""
""Sanırım bastım karına
Pasladım onu agalarıma"" -DEHA INC
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 4: ""S*rtüğe bak (bak, bak)
S*rtüğe bak (bak, bak)
İstiyo beni (istiyo o)
O s*rtüğe bak (s*rtüğe bak)"" -Khontkar
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 5: ""S*rtük göz kamaştırır
Arkadaşıyla tanıştırır
Beni iyi araştırır
Yanına beni yaraştırır"" -Reckol
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 6: ""Ketojenik or*spular, s*kim bi' kahvaltı""
""Spiritüel or*spular revaçta ve erimiyo
Adamımın k*ltağıyım, inemiyo'm"" -EGE! & Lil Zey
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 7: "" Rüyalarımdasın sen yatağında uyurken (Slatt)
S*ktim seni, attım otoban kenarına
Yaptım hatunun saçından Voodoo oyuncağı"" -13Killoki & Qimp
Sizce bu ifade tacizi normalleştiriyor mu?  ","Söz 8: ""S*rtük taş gibi
Osman dedi bildiğim şeyleri
Yalamaya başla, en sevdiğim laflar
Yeni drip, bunları sevdin mi abla?  "" -SWIRF & yungcihad
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 9: ""Görüyorsun yanımda motor gibi manitayı (manitayı)"" -Keişan & Anıl Piyancı
Sizce bu ifade kadını nesneleştiriyor mu?  ","Söz 10: ""Adı Katarina, verdim tam arasına
Dedi, ""Lütfen tekrar gel ara sıra""
""Tanıştım Bebek'te, adı Natasha
Dedim, ""Uzatma bebek, yat aşa'"" -Era7capone & Batuflex & Narco
Sizce bu ifade kadını nesneleştiriyor mu?  ",Günlük hayatta kadın düşmanlığına sık rastladığımı düşünüyorum.,Cinsiyetçi müzik dinleyen kişilerin bu söylemleri ilişkilerine yansıttığını gözlemledim.  ,"Sizce müzik platformları (Spotify, YouTube vb.) bu tarz içerikleri filtrelemeli midir?  ", Bugüne kadar dinlediğiniz şarkılarda kadın düşmanlığı fark ettiniz mi?  ,Şarkılardaki cinsiyetçi söylemlere karşı daha fazla farkındalık oluşturulması gerektiğini düşünüyorum.  ,  Bu konuda bir proje/çalışma yapılmasının önemli olduğunu düşünüyorum.  ,Cinsiyetçi sözler içeren şarkıları dinlemeyi bırakırım.,Şiddet içerikli sözler normalleştirici etki yaratıyor.  
30.11.2025 17:37:37,19-24,Erkek,Rap/Hip-hop,Katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılmıyorum.,Katılmıyorum.,Katılıyorum.,Katılmıyorum.,Kararsızım.,Kararsızım.,Katılıyorum.,Katılıyorum.,Katılmıyorum.,Katılmıyorum.,Hayır.,Evet.,Hayır.,Evet.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.,Katılıyorum.
30.11.2025 17:39:14,15-18,Erkek,Çoğu türü dinliyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Hayır.,Hayır.,Hayır.,Hayır.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.
30.11.2025 17:41:19,19-24,Kadın,Pop,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:42:08,19-24,Erkek,Rock/Metal,Katılmıyorum.,Katılmıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Hayır.,Emin değilim.,Emin değilim.,Dikkat etmedim.,Kararsızım.,Kararsızım.,Katılıyorum.,Katılıyorum.
30.11.2025 17:43:12,15-18,Erkek,Arabesk,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Emin değilim.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 17:44:16,19-24,Erkek,Rock/Metal,Katılmıyorum.,Katılıyorum.,Katılmıyorum.,Katılıyorum.,Kararsızım.,Katılmıyorum.,Katılmıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Katılmıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Hayır.,Emin değilim.,Hayır.,Evet.,Katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılmıyorum.
30.11.2025 17:44:56,19-24,Kadın,Pop,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Hayır.,Emin değilim.,Evet.,Hayır.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:47:56,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.
30.11.2025 17:47:59,19-24,Erkek,Diğer,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
30.11.2025 17:48:53,19-24,Erkek,Rap/Hip-hop,Kararsızım.,Kararsızım.,Katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Kararsızım.,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Katılıyorum.,Hayır.,Hayır.,Hayır.,Evet.,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Katılmıyorum.
30.11.2025 17:49:52,15-18,Kadın,Pop,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.
30.11.2025 17:52:31,15-18,Erkek,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:52:50,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:53:20,25-34,Erkek,Rap/Hip-hop,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:53:31,19-24,Erkek,Rap/Hip-hop,Katılmıyorum.,Katılmıyorum.,Kararsızım.,Katılmıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Hayır.,Hayır.,Hayır.,Hayır.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.
30.11.2025 17:54:17,15-18,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:58:15,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 17:58:18,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.
30.11.2025 17:58:18,19-24,Belirtmek istemiyorum.,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.
30.11.2025 17:59:03,19-24,Erkek,Rap/Hip-hop,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Emin değilim.,Emin değilim.,Emin değilim.,Evet.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 18:00:42,15-18,Erkek,Pop,Kesinlikle katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.,Katılıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.,Katılıyorum.,Kararsızım.,Kararsızım.,Kararsızım.,Kararsızım.,Katılıyorum.,Katılıyorum.,Hayır.,Evet.,Hayır.,Dikkat etmedim.,Katılmıyorum.,Kararsızım.,Katılmıyorum.,Katılmıyorum.
30.11.2025 18:02:44,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:05:01,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Emin değilim.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:08:29,19-24,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kararsızım.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 18:09:37,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:10:53,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:11:48,19-24,Erkek,Rap/Hip-hop,Kesinlikle katılmıyorum.,Kararsızım.,Kesinlikle katılmıyorum.,Katılmıyorum.,Katılmıyorum.,Katılıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.,Kesinlikle katılıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Emin değilim.,Hayır.,Hayır.,Evet.,Katılmıyorum.,Katılmıyorum.,Kesinlikle katılmıyorum.,Katılmıyorum.
30.11.2025 18:12:21,19-24,Erkek,Rap/Hip-hop,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Hayır.,Hayır.,Hayır.,Hayır.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.
30.11.2025 18:13:17,19-24,Erkek,Pop,Kararsızım.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Hayır.,Evet.,Evet.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 18:16:18,19-24,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:20:43,19-24,Kadın,Rock/Metal,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Hayır.,Evet.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:23:58,15-18,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Emin değilim.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:33:43,19-24,Kadın,Çoğu türü dinliyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:36:12,19-24,Kadın,Diğer,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Dikkat etmedim.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:37:07,15-18,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:46:09,19-24,Kadın,Pop,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Emin değilim.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:49:36,19-24,Kadın,Çoğu türü dinliyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.,Katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Katılıyorum.,Katılıyorum.
30.11.2025 18:52:24,15-18,Kadın,İndie/Alternatif,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Evet.,Evet.,Evet.,Evet.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.,Kesinlikle katılıyorum.
30.11.2025 18:54:10,15-18,Erkek,Rap/Hip-hop,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Hayır.,Hayır.,Hayır.,Hayır.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.,Kesinlikle katılmıyorum.
